Position (mm),Force (N),Strain (%),Stress (N/mm�),Time (sec)
20.2,5310,80.7,187.9,1211
20.2,5310,80.7,187.9,1211
20.2,5310,80.7,187.9,1211
20.2,5310,80.7,187.9,1211
20.2,5310,80.7,187.9,1211
20.2,5310,80.7,187.9,1211
20.2,5310,80.7,187.9,1211
20.2,5310,80.7,187.8,1211
20.2,5310,80.7,187.9,1211
20.2,5310,80.8,187.9,1211
20.2,5310,80.8,187.9,1212
20.2,5310,80.8,187.9,1212
20.2,5310,80.8,187.9,1212
20.2,5310,80.8,187.9,1212
20.2,5310,80.8,187.9,1212
20.2,5310,80.8,187.9,1212
20.2,5310,80.8,187.9,1212
20.2,5310,80.8,187.9,1212
20.2,5310,80.8,187.9,1212
20.2,5310,80.8,187.8,1212
20.2,5310,80.8,187.8,1212
20.2,5310,80.8,187.9,1212
20.2,5310,80.8,187.9,1212
20.2,5310,80.8,187.9,1212
20.2,5310,80.8,187.9,1212
20.2,5310,80.8,187.8,1212
20.2,5310,80.8,187.9,1213
20.2,5310,80.8,187.9,1213
20.2,5310,80.8,187.9,1213
20.2,5310,80.8,187.9,1213
20.2,5310,80.8,187.9,1213
20.2,5310,80.8,187.9,1213
20.2,5310,80.8,187.8,1213
20.2,5310,80.9,187.9,1213
20.2,5310,80.9,187.9,1213
20.2,5310,80.9,187.9,1213
20.2,5310,80.9,187.9,1213
20.2,5310,80.9,187.9,1213
20.2,5310,80.9,187.9,1213
20.2,5310,80.9,187.9,1213
20.2,5310,80.9,187.9,1213
20.2,5310,80.9,187.9,1213
20.2,5310,80.9,187.9,1214
20.2,5310,80.9,187.8,1214
20.2,5310,80.9,187.8,1214
20.2,5310,80.9,187.9,1214
20.2,5310,80.9,187.9,1214
20.2,5310,80.9,187.9,1214
20.2,5310,80.9,187.9,1214
20.2,5310,80.9,187.9,1214
20.2,5310,80.9,187.8,1214
20.2,5310,80.9,187.8,1214
20.2,5310,80.9,187.9,1214
20.2,5310,80.9,187.9,1214
20.2,5310,80.9,187.9,1214
20.2,5310,80.9,187.8,1214
20.2,5310,80.9,187.8,1214
20.2,5310,81,187.8,1214
20.2,5310,81,187.9,1215
20.2,5310,81,187.9,1215
20.2,5310,81,187.9,1215
20.2,5310,81,187.9,1215
20.2,5310,81,187.8,1215
20.2,5310,81,187.8,1215
20.2,5310,81,187.9,1215
20.2,5310,81,187.9,1215
20.2,5310,81,187.9,1215
20.2,5310,81,187.8,1215
20.2,5310,81,187.8,1215
20.3,5310,81,187.8,1215
20.3,5310,81,187.9,1215
20.3,5310,81,187.9,1215
20.3,5310,81,187.9,1215
20.3,5310,81,187.9,1215
20.3,5310,81,187.8,1216
20.3,5310,81,187.8,1216
20.3,5310,81,187.9,1216
20.3,5310,81,187.9,1216
20.3,5310,81,187.9,1216
20.3,5310,81,187.9,1216
20.3,5310,81,187.8,1216
20.3,5310,81.1,187.8,1216
20.3,5310,81.1,187.8,1216
20.3,5310,81.1,187.9,1216
20.3,5310,81.1,187.9,1216
20.3,5310,81.1,187.8,1216
20.3,5310,81.1,187.8,1216
20.3,5310,81.1,187.8,1216
20.3,5310,81.1,187.8,1216
20.3,5310,81.1,187.8,1216
20.3,5310,81.1,187.8,1217
20.3,5310,81.1,187.8,1217
20.3,5310,81.1,187.8,1217
20.3,5310,81.1,187.8,1217
20.3,5310,81.1,187.8,1217
20.3,5310,81.1,187.9,1217
20.3,5310,81.1,187.9,1217
20.3,5310,81.1,187.8,1217
20.3,5310,81.1,187.8,1217
20.3,5310,81.1,187.8,1217
20.3,5310,81.1,187.8,1217
20.3,5310,81.1,187.8,1217
20.3,5310,81.1,187.9,1217
20.3,5310,81.1,187.8,1217
20.3,5310,81.1,187.8,1217
20.3,5310,81.2,187.8,1217
20.3,5310,81.2,187.8,1218
20.3,5310,81.2,187.8,1218
20.3,5310,81.2,187.9,1218
20.3,5310,81.2,187.8,1218
20.3,5310,81.2,187.8,1218
20.3,5310,81.2,187.8,1218
20.3,5310,81.2,187.8,1218
20.3,5310,81.2,187.8,1218
20.3,5310,81.2,187.9,1218
20.3,5310,81.2,187.8,1218
20.3,5310,81.2,187.8,1218
20.3,5310,81.2,187.8,1218
20.3,5310,81.2,187.8,1218
20.3,5310,81.2,187.8,1218
20.3,5310,81.2,187.9,1218
20.3,5310,81.2,187.8,1218
20.3,5310,81.2,187.8,1219
20.3,5310,81.2,187.7,1219
20.3,5310,81.2,187.8,1219
20.3,5310,81.2,187.8,1219
20.3,5310,81.2,187.8,1219
20.3,5310,81.2,187.8,1219
20.3,5310,81.2,187.8,1219
20.3,5310,81.3,187.8,1219
20.3,5310,81.3,187.7,1219
20.3,5310,81.3,187.8,1219
20.3,5310,81.3,187.8,1219
20.3,5310,81.3,187.8,1219
20.3,5310,81.3,187.8,1219
20.3,5310,81.3,187.8,1219
20.3,5310,81.3,187.8,1219
20.3,5310,81.3,187.8,1219
20.3,5310,81.3,187.8,1220
20.3,5310,81.3,187.8,1220
20.3,5310,81.3,187.8,1220
20.3,5310,81.3,187.8,1220
20.3,5310,81.3,187.8,1220
20.3,5310,81.3,187.8,1220
20.3,5310,81.3,187.8,1220
20.3,5310,81.3,187.8,1220
20.3,5310,81.3,187.8,1220
20.3,5310,81.3,187.7,1220
20.3,5310,81.3,187.7,1220
20.3,5310,81.3,187.8,1220
20.3,5310,81.3,187.8,1220
20.3,5310,81.3,187.8,1220
20.3,5310,81.3,187.8,1220
20.3,5310,81.4,187.7,1220
20.3,5310,81.4,187.7,1221
20.3,5310,81.4,187.8,1221
20.3,5310,81.4,187.8,1221
20.3,5310,81.4,187.8,1221
20.3,5310,81.4,187.8,1221
20.3,5310,81.4,187.7,1221
20.3,5310,81.4,187.7,1221
20.3,5310,81.4,187.8,1221
20.3,5310,81.4,187.8,1221
20.3,5310,81.4,187.8,1221
20.4,5310,81.4,187.8,1221
20.4,5310,81.4,187.7,1221
20.4,5310,81.4,187.7,1221
20.4,5310,81.4,187.7,1221
20.4,5310,81.4,187.8,1221
20.4,5310,81.4,187.8,1221
20.4,5310,81.4,187.8,1222
20.4,5310,81.4,187.8,1222
20.4,5310,81.4,187.7,1222
20.4,5310,81.4,187.7,1222
20.4,5310,81.4,187.8,1222
20.4,5310,81.4,187.8,1222
20.4,5310,81.4,187.8,1222
20.4,5310,81.5,187.8,1222
20.4,5310,81.5,187.7,1222
20.4,5310,81.5,187.7,1222
20.4,5310,81.5,187.8,1222
20.4,5310,81.5,187.8,1222
20.4,5310,81.5,187.8,1222
20.4,5310,81.5,187.7,1222
20.4,5310,81.5,187.7,1222
20.4,5310,81.5,187.7,1222
20.4,5310,81.5,187.8,1223
20.4,5310,81.5,187.8,1223
20.4,5310,81.5,187.8,1223
20.4,5310,81.5,187.8,1223
20.4,5310,81.5,187.7,1223
20.4,5310,81.5,187.7,1223
20.4,5310,81.5,187.7,1223
20.4,5310,81.5,187.8,1223
20.4,5310,81.5,187.8,1223
20.4,5310,81.5,187.8,1223
20.4,5310,81.5,187.7,1223
20.4,5310,81.5,187.7,1223
20.4,5310,81.5,187.8,1223
20.4,5310,81.5,187.8,1223
20.4,5310,81.5,187.8,1223
20.4,5310,81.6,187.8,1223
20.4,5310,81.6,187.7,1224
20.4,5310,81.6,187.7,1224
20.4,5310,81.6,187.7,1224
20.4,5310,81.6,187.8,1224
20.4,5310,81.6,187.8,1224
20.4,5310,81.6,187.8,1224
20.4,5310,81.6,187.7,1224
20.4,5310,81.6,187.7,1224
20.4,5310,81.6,187.7,1224
20.4,5310,81.6,187.8,1224
20.4,5310,81.6,187.8,1224
20.4,5310,81.6,187.8,1224
20.4,5310,81.6,187.7,1224
20.4,5310,81.6,187.7,1224
20.4,5310,81.6,187.7,1224
20.4,5310,81.6,187.8,1224
20.4,5310,81.6,187.8,1225
20.4,5310,81.6,187.8,1225
20.4,5310,81.6,187.7,1225
20.4,5310,81.6,187.7,1225
20.4,5310,81.6,187.7,1225
20.4,5310,81.6,187.8,1225
20.4,5310,81.6,187.8,1225
20.4,5310,81.7,187.7,1225
20.4,5310,81.7,187.7,1225
20.4,5310,81.7,187.7,1225
20.4,5310,81.7,187.7,1225
20.4,5310,81.7,187.8,1225
20.4,5310,81.7,187.8,1225
20.4,5310,81.7,187.8,1225
20.4,5310,81.7,187.7,1225
20.4,5310,81.7,187.7,1225
20.4,5310,81.7,187.7,1226
20.4,5310,81.7,187.8,1226
20.4,5310,81.7,187.8,1226
20.4,5310,81.7,187.8,1226
20.4,5310,81.7,187.7,1226
20.4,5310,81.7,187.7,1226
20.4,5310,81.7,187.7,1226
20.4,5310,81.7,187.8,1226
20.4,5310,81.7,187.8,1226
20.4,5310,81.7,187.7,1226
20.4,5310,81.7,187.7,1226
20.4,5310,81.7,187.7,1226
20.4,5310,81.7,187.7,1226
20.4,5310,81.7,187.8,1226
20.4,5310,81.7,187.8,1226
20.4,5310,81.8,187.8,1226
20.4,5310,81.8,187.7,1227
20.4,5310,81.8,187.7,1227
20.4,5310,81.8,187.7,1227
20.4,5310,81.8,187.7,1227
20.4,5310,81.8,187.7,1227
20.4,5310,81.8,187.8,1227
20.4,5310,81.8,187.7,1227
20.4,5310,81.8,187.7,1227
20.4,5310,81.8,187.7,1227
20.4,5310,81.8,187.7,1227
20.4,5310,81.8,187.8,1227
20.5,5310,81.8,187.8,1227
20.5,5310,81.8,187.7,1227
20.5,5310,81.8,187.7,1227
20.5,5310,81.8,187.7,1227
20.5,5310,81.8,187.7,1227
20.5,5310,81.8,187.8,1228
20.5,5310,81.8,187.7,1228
20.5,5310,81.8,187.7,1228
20.5,5310,81.8,187.7,1228
20.5,5310,81.8,187.7,1228
20.5,5310,81.8,187.7,1228
20.5,5310,81.8,187.8,1228
20.5,5310,81.9,187.8,1228
20.5,5310,81.9,187.7,1228
20.5,5310,81.9,187.7,1228
20.5,5310,81.9,187.7,1228
20.5,5310,81.9,187.7,1228
20.5,5310,81.9,187.8,1228
20.5,5310,81.9,187.8,1228
20.5,5310,81.9,187.7,1228
20.5,5310,81.9,187.7,1228
20.5,5310,81.9,187.7,1229
20.5,5310,81.9,187.7,1229
20.5,5310,81.9,187.8,1229
20.5,5310,81.9,187.8,1229
20.5,5310,81.9,187.7,1229
20.5,5310,81.9,187.7,1229
20.5,5310,81.9,187.7,1229
20.5,5310,81.9,187.7,1229
20.5,5310,81.9,187.7,1229
20.5,5310,81.9,187.8,1229
20.5,5310,81.9,187.7,1229
20.5,5310,81.9,187.7,1229
20.5,5310,81.9,187.7,1229
20.5,5310,81.9,187.7,1229
20.5,5310,81.9,187.8,1229
20.5,5310,82,187.8,1229
20.5,5310,82,187.7,1230
20.5,5310,82,187.7,1230
20.5,5310,82,187.7,1230
20.5,5310,82,187.7,1230
20.5,5310,82,187.7,1230
20.5,5310,82,187.7,1230
20.5,5310,82,187.7,1230
20.5,5310,82,187.7,1230
20.5,5310,82,187.7,1230
20.5,5310,82,187.7,1230
20.5,5310,82,187.7,1230
20.5,5310,82,187.8,1230
20.5,5310,82,187.7,1230
20.5,5310,82,187.7,1230
20.5,5310,82,187.7,1230
20.5,5310,82,187.7,1230
20.5,5310,82,187.7,1231
20.5,5310,82,187.7,1231
20.5,5310,82,187.7,1231
20.5,5310,82,187.7,1231
20.5,5310,82,187.7,1231
20.5,5310,82,187.7,1231
20.5,5310,82,187.7,1231
20.5,5310,82.1,187.7,1231
20.5,5310,82.1,187.7,1231
20.5,5310,82.1,187.7,1231
20.5,5310,82.1,187.7,1231
20.5,5310,82.1,187.7,1231
20.5,5310,82.1,187.7,1231
20.5,5310,82.1,187.7,1231
20.5,5310,82.1,187.7,1231
20.5,5310,82.1,187.7,1231
20.5,5310,82.1,187.7,1232
20.5,5310,82.1,187.7,1232
20.5,5310,82.1,187.7,1232
20.5,5310,82.1,187.7,1232
20.5,5310,82.1,187.7,1232
20.5,5310,82.1,187.7,1232
20.5,5310,82.1,187.7,1232
20.5,5310,82.1,187.7,1232
20.5,5310,82.1,187.7,1232
20.5,5310,82.1,187.7,1232
20.5,5310,82.1,187.7,1232
20.5,5310,82.1,187.7,1232
20.5,5310,82.1,187.7,1232
20.5,5300,82.1,187.6,1232
20.5,5310,82.1,187.7,1232
20.5,5310,82.2,187.7,1232
20.5,5310,82.2,187.7,1233
20.5,5310,82.2,187.7,1233
20.5,5310,82.2,187.7,1233
20.5,5310,82.2,187.7,1233
20.5,5310,82.2,187.7,1233
20.5,5310,82.2,187.7,1233
20.5,5310,82.2,187.7,1233
20.5,5310,82.2,187.7,1233
20.5,5310,82.2,187.7,1233
20.5,5310,82.2,187.7,1233
20.6,5310,82.2,187.7,1233
20.6,5310,82.2,187.7,1233
20.6,5310,82.2,187.7,1233
20.6,5310,82.2,187.7,1233
20.6,5310,82.2,187.7,1233
20.6,5310,82.2,187.7,1233
20.6,5310,82.2,187.7,1234
20.6,5310,82.2,187.7,1234
20.6,5310,82.2,187.7,1234
20.6,5310,82.2,187.7,1234
20.6,5310,82.2,187.7,1234
20.6,5300,82.2,187.6,1234
20.6,5310,82.2,187.7,1234
20.6,5310,82.3,187.7,1234
20.6,5310,82.3,187.7,1234
20.6,5310,82.3,187.7,1234
20.6,5310,82.3,187.7,1234
20.6,5310,82.3,187.7,1234
20.6,5310,82.3,187.7,1234
20.6,5310,82.3,187.7,1234
20.6,5310,82.3,187.7,1234
20.6,5310,82.3,187.7,1234
20.6,5310,82.3,187.7,1235
20.6,5310,82.3,187.7,1235
20.6,5310,82.3,187.7,1235
20.6,5310,82.3,187.7,1235
20.6,5310,82.3,187.7,1235
20.6,5310,82.3,187.7,1235
20.6,5310,82.3,187.7,1235
20.6,5310,82.3,187.7,1235
20.6,5310,82.3,187.7,1235
20.6,5310,82.3,187.7,1235
20.6,5310,82.3,187.7,1235
20.6,5310,82.3,187.7,1235
20.6,5310,82.3,187.7,1235
20.6,5300,82.3,187.6,1235
20.6,5300,82.3,187.6,1235
20.6,5310,82.4,187.7,1235
20.6,5310,82.4,187.7,1236
20.6,5310,82.4,187.7,1236
20.6,5310,82.4,187.7,1236
20.6,5300,82.4,187.6,1236
20.6,5310,82.4,187.7,1236
20.6,5310,82.4,187.7,1236
20.6,5310,82.4,187.7,1236
20.6,5310,82.4,187.7,1236
20.6,5310,82.4,187.7,1236
20.6,5300,82.4,187.6,1236
20.6,5300,82.4,187.6,1236
20.6,5310,82.4,187.7,1236
20.6,5310,82.4,187.7,1236
20.6,5310,82.4,187.7,1236
20.6,5310,82.4,187.7,1236
20.6,5300,82.4,187.6,1236
20.6,5300,82.4,187.6,1237
20.6,5310,82.4,187.7,1237
20.6,5310,82.4,187.7,1237
20.6,5310,82.4,187.7,1237
20.6,5300,82.4,187.6,1237
20.6,5300,82.4,187.6,1237
20.6,5300,82.4,187.6,1237
20.6,5300,82.5,187.6,1237
20.6,5310,82.5,187.7,1237
20.6,5310,82.5,187.7,1237
20.6,5310,82.5,187.7,1237
20.6,5310,82.5,187.7,1237
20.6,5300,82.5,187.6,1237
20.6,5310,82.5,187.7,1237
20.6,5310,82.5,187.7,1237
20.6,5310,82.5,187.7,1237
20.6,5310,82.5,187.7,1238
20.6,5300,82.5,187.6,1238
20.6,5300,82.5,187.6,1238
20.6,5310,82.5,187.7,1238
20.6,5310,82.5,187.7,1238
20.6,5310,82.5,187.7,1238
20.6,5310,82.5,187.7,1238
20.6,5300,82.5,187.6,1238
20.6,5300,82.5,187.6,1238
20.6,5300,82.5,187.6,1238
20.6,5310,82.5,187.7,1238
20.6,5310,82.5,187.7,1238
20.6,5310,82.5,187.7,1238
20.6,5300,82.5,187.6,1238
20.6,5300,82.5,187.6,1238
20.6,5300,82.6,187.6,1238
20.6,5300,82.6,187.6,1239
20.6,5310,82.6,187.7,1239
20.6,5300,82.6,187.6,1239
20.6,5300,82.6,187.6,1239
20.6,5300,82.6,187.6,1239
20.6,5300,82.6,187.6,1239
20.6,5310,82.6,187.7,1239
20.6,5310,82.6,187.7,1239
20.6,5310,82.6,187.7,1239
20.6,5300,82.6,187.6,1239
20.6,5300,82.6,187.6,1239
20.7,5300,82.6,187.6,1239
20.7,5310,82.6,187.7,1239
20.7,5310,82.6,187.7,1239
20.7,5310,82.6,187.7,1239
20.7,5300,82.6,187.6,1239
20.7,5300,82.6,187.6,1240
20.7,5300,82.6,187.6,1240
20.7,5300,82.6,187.6,1240
20.7,5310,82.6,187.7,1240
20.7,5300,82.6,187.6,1240
20.7,5300,82.6,187.6,1240
20.7,5300,82.6,187.6,1240
20.7,5300,82.7,187.6,1240
20.7,5300,82.7,187.6,1240
20.7,5310,82.7,187.7,1240
20.7,5300,82.7,187.6,1240
20.7,5300,82.7,187.6,1240
20.7,5300,82.7,187.6,1240
20.7,5300,82.7,187.6,1240
20.7,5300,82.7,187.6,1240
20.7,5300,82.7,187.6,1240
20.7,5300,82.7,187.6,1241
20.7,5300,82.7,187.6,1241
20.7,5300,82.7,187.6,1241
20.7,5300,82.7,187.6,1241
20.7,5300,82.7,187.6,1241
20.7,5300,82.7,187.6,1241
20.7,5300,82.7,187.6,1241
20.7,5300,82.7,187.6,1241
20.7,5300,82.7,187.6,1241
20.7,5300,82.7,187.6,1241
20.7,5300,82.7,187.6,1241
20.7,5300,82.7,187.6,1241
20.7,5310,82.7,187.7,1241
20.7,5300,82.7,187.6,1241
20.7,5300,82.7,187.6,1241
20.7,5300,82.8,187.6,1241
20.7,5300,82.8,187.6,1242
20.7,5300,82.8,187.6,1242
20.7,5300,82.8,187.6,1242
20.7,5300,82.8,187.6,1242
20.7,5300,82.8,187.6,1242
20.7,5300,82.8,187.6,1242
20.7,5300,82.8,187.6,1242
20.7,5300,82.8,187.6,1242
20.7,5310,82.8,187.7,1242
20.7,5300,82.8,187.6,1242
20.7,5300,82.8,187.6,1242
20.7,5300,82.8,187.6,1242
20.7,5300,82.8,187.6,1242
20.7,5300,82.8,187.6,1242
20.7,5300,82.8,187.6,1242
20.7,5300,82.8,187.6,1242
20.7,5300,82.8,187.6,1243
20.7,5300,82.8,187.6,1243
20.7,5300,82.8,187.6,1243
20.7,5300,82.8,187.6,1243
20.7,5300,82.8,187.6,1243
20.7,5300,82.8,187.6,1243
20.7,5300,82.8,187.6,1243
20.7,5300,82.9,187.6,1243
20.7,5300,82.9,187.6,1243
20.7,5300,82.9,187.6,1243
20.7,5300,82.9,187.6,1243
20.7,5300,82.9,187.6,1243
20.7,5300,82.9,187.6,1243
20.7,5300,82.9,187.6,1243
20.7,5300,82.9,187.6,1243
20.7,5300,82.9,187.6,1243
20.7,5300,82.9,187.6,1244
20.7,5300,82.9,187.6,1244
20.7,5300,82.9,187.6,1244
20.7,5300,82.9,187.6,1244
20.7,5300,82.9,187.6,1244
20.7,5300,82.9,187.6,1244
20.7,5300,82.9,187.6,1244
20.7,5300,82.9,187.6,1244
20.7,5300,82.9,187.6,1244
20.7,5300,82.9,187.6,1244
20.7,5300,82.9,187.6,1244
20.7,5300,82.9,187.6,1244
20.7,5300,82.9,187.6,1244
20.7,5300,82.9,187.6,1244
20.7,5300,82.9,187.6,1244
20.7,5300,83,187.5,1244
20.7,5300,83,187.6,1245
20.7,5300,83,187.6,1245
20.7,5300,83,187.6,1245
20.7,5300,83,187.6,1245
20.7,5300,83,187.6,1245
20.7,5300,83,187.6,1245
20.7,5300,83,187.6,1245
20.7,5300,83,187.6,1245
20.7,5300,83,187.6,1245
20.7,5300,83,187.6,1245
20.8,5300,83,187.6,1245
20.8,5300,83,187.6,1245
20.8,5300,83,187.5,1245
20.8,5300,83,187.6,1245
20.8,5300,83,187.6,1245
20.8,5300,83,187.6,1245
20.8,5300,83,187.6,1246
20.8,5300,83,187.5,1246
20.8,5300,83,187.6,1246
20.8,5300,83,187.6,1246
20.8,5300,83,187.6,1246
20.8,5300,83,187.6,1246
20.8,5300,83,187.6,1246
20.8,5300,83.1,187.6,1246
20.8,5300,83.1,187.5,1246
20.8,5300,83.1,187.5,1246
20.8,5300,83.1,187.6,1246
20.8,5300,83.1,187.6,1246
20.8,5300,83.1,187.6,1246
20.8,5300,83.1,187.5,1246
20.8,5300,83.1,187.5,1246
20.8,5300,83.1,187.5,1246
20.8,5300,83.1,187.5,1247
20.8,5300,83.1,187.6,1247
20.8,5300,83.1,187.6,1247
20.8,5300,83.1,187.5,1247
20.8,5300,83.1,187.5,1247
20.8,5300,83.1,187.5,1247
20.8,5300,83.1,187.6,1247
20.8,5300,83.1,187.6,1247
20.8,5300,83.1,187.6,1247
20.8,5300,83.1,187.5,1247
20.8,5300,83.1,187.5,1247
20.8,5300,83.1,187.5,1247
20.8,5300,83.1,187.6,1247
20.8,5300,83.1,187.6,1247
20.8,5300,83.1,187.6,1247
20.8,5300,83.2,187.5,1247
20.8,5300,83.2,187.5,1248
20.8,5300,83.2,187.5,1248
20.8,5300,83.2,187.5,1248
20.8,5300,83.2,187.6,1248
20.8,5300,83.2,187.6,1248
20.8,5300,83.2,187.6,1248
20.8,5300,83.2,187.5,1248
20.8,5300,83.2,187.5,1248
20.8,5300,83.2,187.5,1248
20.8,5300,83.2,187.6,1248
20.8,5300,83.2,187.6,1248
20.8,5300,83.2,187.5,1248
20.8,5300,83.2,187.5,1248
20.8,5300,83.2,187.5,1248
20.8,5300,83.2,187.5,1248
20.8,5300,83.2,187.5,1248
20.8,5300,83.2,187.5,1249
20.8,5300,83.2,187.5,1249
20.8,5300,83.2,187.4,1249
20.8,5300,83.2,187.4,1249
20.8,5300,83.2,187.5,1249
20.8,5300,83.2,187.5,1249
20.8,5300,83.2,187.6,1249
20.8,5300,83.3,187.5,1249
20.8,5300,83.3,187.4,1249
20.8,5300,83.3,187.4,1249
20.8,5300,83.3,187.4,1249
20.8,5300,83.3,187.5,1249
20.8,5300,83.3,187.5,1249
20.8,5300,83.3,187.5,1249
20.8,5300,83.3,187.4,1249
20.8,5300,83.3,187.4,1249
20.8,5300,83.3,187.4,1250
20.8,5300,83.3,187.5,1250
20.8,5300,83.3,187.5,1250
20.8,5300,83.3,187.5,1250
20.8,5300,83.3,187.4,1250
20.8,5300,83.3,187.4,1250
20.8,5300,83.3,187.4,1250
20.8,5300,83.3,187.5,1250
20.8,5300,83.3,187.5,1250
20.8,5300,83.3,187.5,1250
20.8,5300,83.3,187.4,1250
20.8,5300,83.3,187.4,1250
20.8,5300,83.3,187.4,1250
20.8,5300,83.3,187.5,1250
20.8,5300,83.3,187.5,1250
20.8,5300,83.4,187.5,1250
20.8,5300,83.4,187.4,1251
20.8,5300,83.4,187.4,1251
20.8,5300,83.4,187.4,1251
20.8,5300,83.4,187.5,1251
20.8,5300,83.4,187.5,1251
20.8,5300,83.4,187.5,1251
20.8,5300,83.4,187.4,1251
20.8,5300,83.4,187.4,1251
20.8,5300,83.4,187.4,1251
20.8,5300,83.4,187.4,1251
20.8,5300,83.4,187.4,1251
20.9,5300,83.4,187.4,1251
20.9,5300,83.4,187.4,1251
20.9,5300,83.4,187.4,1251
20.9,5300,83.4,187.4,1251
20.9,5300,83.4,187.4,1251
20.9,5300,83.4,187.5,1252
20.9,5300,83.4,187.5,1252
20.9,5300,83.4,187.5,1252
20.9,5300,83.4,187.4,1252
20.9,5300,83.4,187.4,1252
20.9,5300,83.4,187.4,1252
20.9,5300,83.4,187.5,1252
20.9,5300,83.5,187.5,1252
20.9,5300,83.5,187.4,1252
20.9,5300,83.5,187.4,1252
20.9,5300,83.5,187.4,1252
20.9,5300,83.5,187.4,1252
20.9,5300,83.5,187.4,1252
20.9,5300,83.5,187.4,1252
20.9,5300,83.5,187.4,1252
20.9,5300,83.5,187.4,1252
20.9,5300,83.5,187.4,1253
20.9,5300,83.5,187.4,1253
20.9,5300,83.5,187.4,1253
20.9,5300,83.5,187.4,1253
20.9,5300,83.5,187.4,1253
20.9,5300,83.5,187.4,1253
20.9,5300,83.5,187.4,1253
20.9,5300,83.5,187.4,1253
20.9,5300,83.5,187.4,1253
20.9,5300,83.5,187.4,1253
20.9,5300,83.5,187.4,1253
20.9,5300,83.5,187.4,1253
20.9,5300,83.5,187.4,1253
20.9,5300,83.5,187.4,1253
20.9,5300,83.5,187.4,1253
20.9,5300,83.6,187.4,1253
20.9,5300,83.6,187.4,1254
20.9,5300,83.6,187.4,1254
20.9,5300,83.6,187.4,1254
20.9,5300,83.6,187.4,1254
20.9,5300,83.6,187.4,1254
20.9,5300,83.6,187.4,1254
20.9,5300,83.6,187.4,1254
20.9,5300,83.6,187.4,1254
20.9,5300,83.6,187.4,1254
20.9,5300,83.6,187.4,1254
20.9,5300,83.6,187.4,1254
20.9,5300,83.6,187.4,1254
20.9,5300,83.6,187.4,1254
20.9,5300,83.6,187.4,1254
20.9,5300,83.6,187.4,1254
20.9,5300,83.6,187.4,1254
20.9,5300,83.6,187.4,1255
20.9,5300,83.6,187.4,1255
20.9,5300,83.6,187.4,1255
20.9,5300,83.6,187.4,1255
20.9,5300,83.6,187.3,1255
20.9,5300,83.6,187.3,1255
20.9,5300,83.6,187.4,1255
20.9,5300,83.7,187.4,1255
20.9,5300,83.7,187.4,1255
20.9,5300,83.7,187.4,1255
20.9,5300,83.7,187.4,1255
20.9,5300,83.7,187.3,1255
20.9,5300,83.7,187.4,1255
20.9,5300,83.7,187.4,1255
20.9,5300,83.7,187.4,1255
20.9,5300,83.7,187.4,1255
20.9,5300,83.7,187.3,1256
20.9,5300,83.7,187.3,1256
20.9,5300,83.7,187.4,1256
20.9,5300,83.7,187.4,1256
20.9,5300,83.7,187.4,1256
20.9,5300,83.7,187.3,1256
20.9,5300,83.7,187.3,1256
20.9,5300,83.7,187.3,1256
20.9,5300,83.7,187.4,1256
20.9,5300,83.7,187.4,1256
20.9,5300,83.7,187.4,1256
20.9,5300,83.7,187.3,1256
20.9,5300,83.7,187.3,1256
20.9,5300,83.7,187.3,1256
20.9,5300,83.7,187.3,1256
20.9,5300,83.8,187.3,1256
20.9,5300,83.8,187.3,1257
20.9,5300,83.8,187.3,1257
20.9,5300,83.8,187.3,1257
20.9,5300,83.8,187.3,1257
20.9,5300,83.8,187.3,1257
20.9,5300,83.8,187.3,1257
20.9,5300,83.8,187.3,1257
20.9,5300,83.8,187.3,1257
20.9,5300,83.8,187.3,1257
20.9,5300,83.8,187.3,1257
21,5300,83.8,187.3,1257
21,5300,83.8,187.3,1257
21,5300,83.8,187.3,1257
21,5300,83.8,187.3,1257
21,5300,83.8,187.3,1257
21,5300,83.8,187.3,1257
21,5300,83.8,187.3,1258
21,5300,83.8,187.3,1258
21,5300,83.8,187.4,1258
21,5300,83.8,187.3,1258
21,5300,83.8,187.3,1258
21,5300,83.8,187.3,1258
21,5300,83.8,187.3,1258
21,5300,83.9,187.3,1258
21,5300,83.9,187.3,1258
21,5300,83.9,187.3,1258
21,5300,83.9,187.3,1258
21,5300,83.9,187.3,1258
21,5300,83.9,187.3,1258
21,5300,83.9,187.3,1258
21,5300,83.9,187.3,1258
21,5300,83.9,187.3,1258
21,5300,83.9,187.3,1259
21,5300,83.9,187.3,1259
21,5300,83.9,187.3,1259
21,5300,83.9,187.3,1259
21,5300,83.9,187.3,1259
21,5300,83.9,187.3,1259
21,5300,83.9,187.3,1259
21,5290,83.9,187.2,1259
21,5300,83.9,187.3,1259
21,5300,83.9,187.3,1259
21,5300,83.9,187.3,1259
21,5300,83.9,187.3,1259
21,5300,83.9,187.3,1259
21,5300,83.9,187.3,1259
21,5300,83.9,187.3,1259
21,5300,84,187.3,1259
21,5300,84,187.3,1260
21,5300,84,187.3,1260
21,5300,84,187.3,1260
21,5290,84,187.2,1260
21,5290,84,187.2,1260
21,5300,84,187.3,1260
21,5300,84,187.3,1260
21,5300,84,187.3,1260
21,5300,84,187.3,1260
21,5290,84,187.2,1260
21,5290,84,187.2,1260
21,5290,84,187.2,1260
21,5300,84,187.3,1260
